#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 276  1.7  2.9  1.28  8.33  5.86 220 1039.0   5.9   6.9  -3.1 99.0 99.00
2017 01 01 00 50  75  1.6  2.4  1.24  9.09  5.87 216 1039.0   6.0   6.9  -0.9 99.0 99.00
2017 01 01 01 50  16  0.4  1.1  1.29  6.67  5.85 216 1039.0   5.9   6.9  -0.6 99.0 99.00
2017 01 01 02 50 353  0.1  0.6  1.16  7.14  5.50 206 1039.0   5.7   6.9  -1.5 99.0 99.00
2017 01 01 03 50 255  3.7  4.7  1.08  7.14  5.43 222 1039.0   5.8   6.9  -0.7 99.0 99.00
2017 01 01 04 50 248  5.9  7.0  1.11 10.00  6.11 237 1038.8   6.1   6.9   0.3 99.0 99.00
2017 01 01 05 50 264  5.0  5.9  1.04 12.90  6.20 244 1039.2   6.1   6.9   0.4 99.0 99.00
2017 01 01 06 50 267  4.8  5.8  0.99 12.12  6.05 234 1039.1   6.1   6.9   0.2 99.0 99.00
2017 01 01 07 50 286  3.7  4.7  0.98 12.90  5.96 211 1039.1   5.9   6.9   1.0 99.0 99.00
2017 01 01 08 50 305  3.6  4.5  0.94 12.12  5.80 215 1039.2   5.9   6.9   1.3 99.0 99.00
2017 01 01 09 50   9  2.8  3.4  0.79 13.79  5.63 213 1039.2   5.4   6.9   0.8 99.0 99.00
2017 01 01 10 50 344  1.3  1.9  0.87 13.79  5.57 168 1039.0   5.1   6.9   0.9 99.0 99.00
2017 01 01 11 50  29  1.5  2.1  0.90 13.79  5.49 222 1039.1   4.9   6.9   0.9 99.0 99.00
2017 01 01 12 50 321  1.2  1.5  0.88 11.43  5.54 148 1039.0   5.0   6.9   1.1 99.0 99.00
2017 01 01 13 50 293  1.8  2.6  0.83 12.90  5.37 236 1038.8   5.1   6.8   1.5 99.0 99.00
2017 01 01 14 50 309  2.7  3.3  0.79 12.90  5.59 151 1038.9   5.0   6.8   1.4 99.0 99.00
2017 01 01 15 50 290  2.8  3.4  0.76 12.12  5.75 207 1038.7   5.1   6.8   1.6 99.0 99.00
2017 01 01 16 50 279  3.2  4.1  0.74 11.43  5.86 213 1038.2   5.3   6.9   2.2 99.0 99.00
2017 01 01 17 50 267  4.3  5.3  0.77 12.12  6.10 217 1037.9   5.6   6.8   2.9 99.0 99.00
2017 01 01 18 50 267  4.0  4.7  0.74 12.12  5.61 204 1038.0   5.6   6.8   3.5 99.0 99.00
2017 01 01 19 50 272  4.9  5.9  0.74 12.12  5.32 245 1037.8   5.7   6.8   3.5 99.0 99.00
2017 01 01 20 50 277  5.6  6.4  0.75 12.12  4.86 203 1037.4   5.8   6.8   3.7 99.0 99.00
2017 01 01 21 50 267  6.0  7.3  0.79  4.76  4.55 178 1037.4   6.0   7.1   3.6 99.0 99.00
2017 01 01 22 50 269  6.7  7.9  0.90 12.12  4.52 227 1037.1   6.1   7.2   3.3 99.0 99.00
2017 01 01 23 50 273  6.4  7.5  0.84 11.43  4.34 151 1036.8   6.3   7.2   3.4 99.0 99.00
2017 01 02 00 50 278  6.5  7.7  0.85 10.81  4.31 231 1036.4   6.2   7.2   3.5 99.0 99.00
2017 01 02 01 50 272  6.8  7.7  0.86 10.00  4.26 236 1036.1   6.2   7.2   3.4 99.0 99.00
2017 01 02 02 50 270  6.9  7.9  0.91  4.00  4.17 222 1036.3   6.2   7.2   3.5 99.0 99.00
2017 01 02 03 50 268  7.3  8.5  0.90  5.56  4.24 220 1036.1   6.2   7.1   3.2 99.0 99.00
2017 01 02 04 50 268  8.0  9.4  0.93  5.56  4.38 225 1035.9   6.2   7.2   3.5 99.0 99.00
2017 01 02 05 50 267  7.9  9.4  1.01  4.55  4.21 236 1035.9   6.2   7.2   3.5 99.0 99.00
2017 01 02 06 50 271  7.7  9.1  1.04  5.26  4.38 229 1035.8   6.1   7.2   3.7 99.0 99.00
2017 01 02 07 50 269  8.0  9.2  1.02  5.56  4.37 227 1035.8   6.2   7.2   3.7 99.0 99.00
2017 01 02 08 50 274  7.9  9.2  1.02  5.00  4.33 220 1035.7   6.3   7.2   3.6 99.0 99.00
2017 01 02 09 50 271  6.7  8.0  0.96  5.00  4.36 235 1035.5   6.4   7.2   4.0 99.0 99.00
2017 01 02 10 50 267  7.0  8.0  0.99  4.55  4.37 241 1035.3   6.4   7.2   3.6 99.0 99.00
2017 01 02 11 50 271  7.1  8.5  1.01  4.55  4.30 220 1035.1   6.4   7.2   4.1 99.0 99.00
2017 01 02 12 50 274  7.9  9.2  1.10  4.76  4.32 223 1034.9   6.3   7.2   4.1 99.0 99.00
2017 01 02 13 50 278  6.6  7.5  1.10  4.55  4.30 239 1034.8   6.1   7.2   4.1 99.0 99.00
2017 01 02 14 50 276  6.5  7.6  1.11 12.12  4.65 218 1034.5   5.8   7.1   3.8 99.0 99.00
2017 01 02 15 50 267  6.8  7.9  1.13 13.79  5.08 224 1034.5   5.7   7.1   3.7 99.0 99.00
2017 01 02 16 50 275  7.1  8.9  1.03 12.90  4.97 189 1034.5   5.7   7.1   3.7 99.0 99.00
2017 01 02 17 50 268  6.9  8.0  1.02 12.90  5.00 206 1034.5   5.6   7.1   3.5 99.0 99.00
2017 01 02 18 50 265  7.8  9.3  0.98 13.79  4.72 196 1034.5   5.7   7.1   3.5 99.0 99.00
2017 01 02 19 50 264  7.7  8.8  1.21 13.79  5.21 222 1034.9   5.7   7.1   3.5 99.0 99.00
2017 01 02 20 50 270  7.4  8.4  1.13 12.12  5.15 219 1034.9   5.9   7.1   3.8 99.0 99.00
2017 01 02 21 50 267  7.9  9.2  1.15 12.90  5.11 234 1034.8   6.0   7.2   4.1 99.0 99.00
2017 01 02 22 50 267  8.0  9.0  1.27 12.12  4.93 244 1034.8   6.3   7.2   3.6 99.0 99.00
2017 01 02 23 50 268  7.2  8.8  1.39  5.00  4.89 235 1034.8   6.4   7.2   3.6 99.0 99.00
2017 01 03 00 50 264  7.4  8.7  1.47 12.90  5.13 237 1034.5   6.4   7.2   3.3 99.0 99.00
2017 01 03 01 50 271  6.6  7.9  1.40 12.12  5.12 223 1034.7   6.4   7.2   3.2 99.0 99.00
2017 01 03 02 50 271  6.9  8.0  1.51 12.12  5.53 221 1034.7   6.6   7.2   2.5 99.0 99.00
2017 01 03 03 50 267  7.2  8.6  1.35 10.81  5.17 219 1034.9   6.6   7.2   2.0 99.0 99.00
2017 01 03 04 50 255  8.3 10.0  1.41 12.12  5.26 223 1034.6   6.4   7.2   2.6 99.0 99.00
2017 01 03 05 50 256  8.1  9.4  1.35 12.12  5.21 235 1034.6   6.3   7.2   2.8 99.0 99.00
2017 01 03 06 50 258  8.3  9.7  1.39 10.81  5.25 203 1034.6   6.1   7.2   3.4 99.0 99.00
2017 01 03 07 50 263  8.9 10.0  1.48 12.12  5.25 234 1034.6   6.0   7.2   3.7 99.0 99.00
2017 01 03 08 50 266  8.5 10.1  1.45 10.81  5.28 230 1034.5   6.1   6.9   3.7 99.0 99.00
2017 01 03 09 50 270  8.5 10.5  1.47  5.26  5.26 245 1034.3   6.3   6.8   3.2 99.0 99.00
2017 01 03 10 50 286  7.1  8.3  1.44 10.81  5.14 221 1034.7   6.0   6.9   1.2 99.0 99.00
2017 01 03 11 50 277  5.7  6.8  1.36 11.43  5.43 210 1034.8   6.0   6.9   2.8 99.0 99.00
2017 01 03 12 50 276  6.7  8.0  1.33 11.43  5.32 193 1034.5   6.2   6.9   3.7 99.0 99.00
2017 01 03 13 50 274  7.9  9.5  1.53 10.81  5.44 210 1033.8   6.2   6.9   3.0 99.0 99.00
2017 01 03 14 50 273  8.2  9.6  1.48 11.43  5.21 205 1033.7   6.3   6.9   3.2 99.0 99.00
2017 01 03 15 50 278  6.4  7.4  1.54 10.00  5.30 211 1034.0   6.3   6.9   3.5 99.0 99.00
2017 01 03 16 50 279  7.2  8.3  1.56 11.43  5.34 194 1034.0   6.2   6.9   2.3 99.0 99.00
2017 01 03 17 50 306  4.6  5.5  1.57 12.12  5.69 195 1034.4   5.6   6.9   2.1 99.0 99.00
2017 01 03 18 50 315  3.3  4.1  1.60 10.81  6.03 176 1034.9   5.1   6.9   2.5 99.0 99.00
2017 01 03 19 50 307  3.8  4.5  1.51 10.00  6.19 167 1035.3   4.5   6.9   2.8 99.0 99.00
2017 01 03 20 50 314  3.6  4.5  1.49  9.09  6.25 178 1035.5   4.5   6.9   2.3 99.0 99.00
2017 01 03 21 50 328  2.0  2.7  1.40 11.43  6.45 165 1035.4   4.8   6.8   2.7 99.0 99.00
2017 01 03 22 50 360  2.1  2.8  1.58 10.00  6.47 164 1035.2   4.4   6.8   2.7 99.0 99.00
2017 01 03 23 50 353  1.9  2.8  1.38  9.09  6.23 162 1035.3   3.7   6.8   2.6 99.0 99.00
2017 01 04 00 50  33  2.0  2.6  1.33  9.09  6.16 165 1035.1   4.5   6.8   2.7 99.0 99.00
2017 01 04 01 50 158  0.3  0.8  1.42 10.81  6.19 203 1035.2   4.3   6.9   2.9 99.0 99.00
2017 01 04 02 50 187  1.6  2.1  1.42 10.81  6.26 221 1035.5   4.3   6.8   2.9 99.0 99.00
2017 01 04 03 50 197  1.3  1.9  1.28 10.00  6.05 214 1035.4   4.9   6.8   3.4 99.0 99.00
2017 01 04 04 50 217  1.9  2.5  1.21 10.00  6.27 205 1035.5   5.6   6.8   4.2 99.0 99.00
2017 01 04 05 50 269  2.8  3.4  1.28 10.81  6.71 209 1035.3   6.3   6.8   4.7 99.0 99.00
2017 01 04 06 50 276  3.4  4.0  1.30 10.81  7.13 191 1035.2   6.5   6.9   4.9 99.0 99.00
2017 01 04 07 50 280  3.5  4.0  1.32 10.00  6.92 181 1035.2   6.4   6.9   4.6 99.0 99.00
